base_name,x,y,obverse_group
3707,9.95712,4.96264,24
3708,8.365247,4.7534266,18
3709,8.8921385,4.9212923,24
3710,9.390911,3.6967983,24
3711,9.449503,3.4304814,24
3712,11.304104,4.8330936,19
3713,7.7385826,0.4693263,23
3714,8.030779,0.10662888,11
3715,7.506732,0.8236876,23
3716,11.054914,3.4542158,18
3717,9.550101,3.699279,24
3718,8.144015,-0.32792303,15
3719,8.123676,-0.25317988,15
3720,9.787756,3.4038584,24
3721,9.480168,3.2185173,2
3722,9.542569,5.445025,28
3723,8.724145,4.262145,18
3724,11.330556,3.6881478,19
3725,11.681577,4.1617928,19
3726,11.86339,4.702708,5
3727,9.492419,4.038715,24
3728,10.289274,4.3062606,9
3729,8.464112,4.0705943,18
3730,10.176764,4.7650466,9
3731,11.284478,4.847931,19
3732,9.567997,4.0148478,24
3733,9.409912,4.1883636,24
3734,9.787094,4.0358777,24
3735,11.255728,4.4667773,19
3736,11.156951,3.4177892,9
3737,11.798104,4.5757775,5
3738,11.147983,4.8683543,1
3739,9.239039,4.225042,24
3740,9.705956,4.1691704,24
3741,9.329961,4.2579207,24
3742,8.346289,4.206449,18
3743,11.485626,5.015653,19
3744,11.691476,5.2967434,5
3745,11.764815,4.3334856,19
3746,11.2133045,5.3700085,1
3747,8.69284,3.6596487,14
3748,11.5095825,5.4598684,5
3749,9.637809,3.0506847,2
3750,7.574121,0.80572814,23
3751,9.972053,2.7886448,2
3752,9.803555,6.0475087,28
3753,11.8166685,4.0765543,19
3754,6.490425,4.4696007,20
3755,8.974543,5.0502357,24
3756,8.412908,5.0547266,18
3757,11.597311,5.341676,5
3758,11.538006,5.580682,5
3759,9.651081,5.3049474,28
3760,9.397642,5.7682033,28
3761,11.37068,4.1887045,5
3762,9.577063,2.89216,2
3763,10.64429,5.752782,5
3764,9.6444025,2.478817,2
3765,4.769059,5.225574,10
3766,11.355483,5.400613,5
3767,5.0148735,5.10955,23
3768,4.8026524,5.0519786,10
3769,8.156137,4.4173946,26
3770,9.457031,4.573909,18
3771,10.912739,4.6112795,19
3772,9.00374,4.8933983,18
3773,7.5778427,0.3944745,23
3774,10.647542,5.308806,1
3775,9.73597,3.988011,24
3776,11.1575985,5.13646,5
3777,8.257509,0.77435505,23
3778,9.330987,5.5172524,28
3779,8.136927,0.0011438692,11
3780,8.743188,5.0838375,18
3781,8.4702215,4.9553695,18
3782,9.034526,4.9412827,24
3783,8.137859,4.985591,18
3784,9.783908,2.5684226,2
3785,11.036525,4.039906,24
3786,11.261923,3.535108,19
3787,9.772067,6.0180655,28
3788,10.032479,3.9531431,24
3789,10.799085,5.143169,1
3790,10.116741,6.193909,28
3791,9.4427595,4.4367175,14
3792,10.180891,6.248826,5
3793,7.997622,2.8704054,0
3794,6.319789,4.284833,20
3795,11.030827,5.186553,1
3796,10.349851,5.0029855,1
3797,11.528423,3.885663,19
3798,10.615973,5.0999346,1
3799,8.77645,5.1066504,11
3800,9.454825,4.353183,24
3801,8.374683,5.128866,18
3802,10.654376,3.6364899,9
3803,7.3795896,0.84447485,23
3804,8.938035,4.008648,14
3805,9.938192,4.781809,1
3806,9.392943,5.3139195,24
3807,8.062617,-0.0915009,15
3808,10.319528,3.244299,18
3809,9.791815,5.069332,1
3810,9.232898,5.041763,18
3811,11.873852,5.1772337,19
3812,10.724419,3.9797761,9
3813,10.540597,3.8050666,9
3814,10.361565,3.9434497,9
3815,11.463679,5.520068,5
3816,11.868765,5.337679,5
3817,9.477651,5.3040085,28
3818,11.40571,5.626794,5
3819,9.208186,3.5013947,18
3820,9.53338,3.7622116,24
3821,9.241637,3.684013,24
3822,8.067822,4.594751,18
3823,8.824446,5.2017817,18
3824,10.727241,5.049957,1
3825,10.611077,3.7395155,9
3826,9.339867,3.9009194,24
3828,7.823271,0.3091503,23
3829,10.028925,6.22464,28
3830,8.243883,5.1460943,18
3831,6.269756,4.3845077,20
3832,9.961498,6.1778154,28
3833,9.075423,4.138626,24
3834,8.939817,3.8621774,5
3835,10.998068,3.9087408,19
3836,11.332306,4.7161045,1
3837,11.683945,4.370342,19
3838,9.468769,4.8424635,24
3839,11.839875,4.396119,19
3840,9.34573,5.8599143,28
3841,10.985007,4.928045,19
3842,9.930246,4.941504,1
3843,10.363615,3.944781,9
3844,11.34084,4.8294625,19
3845,8.467746,4.471732,18
3846,8.075435,4.9286327,18
3847,10.399914,4.899136,1
3848,10.374661,4.8965364,9
3849,11.494157,4.085793,19
3850,9.702594,5.380758,28
3851,11.28412,5.57382,5
3852,10.00701,5.046511,1
3853,10.87275,5.0587234,1
3854,10.962026,5.333224,1
3855,11.49541,3.7132013,19
3856,11.442612,5.091797,19
3857,11.501742,3.8773804,19
3858,8.26042,4.3440456,18
3859,7.9540815,2.8989944,0
3860,11.267221,4.624333,19
3861,11.315961,3.9882417,5
3862,11.645843,3.928226,19
3863,9.398063,5.905118,28
3864,9.65017,3.0320103,2
3865,9.527927,2.8956358,2
3866,9.399951,4.9368587,18
3867,9.248816,3.865048,24
3868,11.881055,5.1102233,5
3869,8.779428,5.1574297,18
3870,7.5090117,0.7175883,23
3871,8.326939,-0.4632601,15
3872,7.5482264,0.62926114,23
3873,8.388578,-0.55990523,15
3874,8.038725,-0.49604905,15
3875,9.434925,5.933947,28
3876,11.434601,4.9603205,5
3877,10.117169,3.2295566,2
3878,3.8686419,6.3249474,4
3879,10.537202,3.600263,9
